industry,business name,address,external link,phone number,additional_info,emails,business hours,bullets-container,teaser
Construction,Corniel Construction,"500 W 176th St New York, NY 10033",,(347) 567-1018,"General Contractors, Construction Companies, Kitchen Remodeling, Hardwood Flooring",[],"Business Hours: Mon 08:00-18:00,Tue 08:00-18:00,Wed 08:00-18:00,Thr 08:00-18:00,Fri 08:00-18:00,Sat 08:00-18:00",,
Construction,Harrienger Construction,"223 Hunt St Watertown, NY 13601",,(315) 782-9129,"Roofing Contractors, Construction Companies, Home Builders, Siding Contractors",[],"Business Hours: Mon - Sat 7:30 am - 6:30 pm, Sun Closed",,
Construction,Halpern Construction,"1 Scarsdale Rd Tuckahoe, NY 10707",,(914) 771-8565,Construction Companies,[],,,
Construction,Semco Construction,"93 Gallup Rd Brockport, NY 14420",,(585) 637-8520,"Insulation Contractors, Roofing Contractors, Glass Repair, Residential Construction, Real Estate Developers, Mastercard Accepted, Door Openers, Visa Accepted, Quarries, Windows, Residential Glass, Discover Accepted, Gutters & Downspouts, Deck Builders, Doors, Siding Contractors, American Express Accepted, Gutter Cover Installation, Awnings, Building Materials, General Contractors, Home Remodeling Contractors, Abstracters, Construction Companies, Awning & Canopy Maintenance",[],Business Hours: Monday: 12:00 AM - 11:59 PM; Tuesday: 12:00 AM - 11:59 PM; Wednesday: 12:00 AM - 11:59 PM; Thursday: 12:00 AM - 11:59 PM; Friday: 12:00 AM - 11:59 PM; Saturday: 12:00 AM - 11:59 PM; Sunday: 12:00 AM - 11:59 PM,,
Construction,Makan Construction,"35 Balmoral Ct Harriman, NY 10926",,(845) 783-9668,"Construction Companies, General Contractors",[],,,
,,,,,Construction Management,[],,,
Construction,Jrb Construction,"5 Fairchild Pl Buffalo, NY 14216",,(716) 631-9737,Construction Companies,[],,,
Construction,Construction Services,"31 Woodland St Blue Point, NY 11715",,(631) 868-3482,Construction Companies,[],,,
Construction,Jay's Construction,"27 Noble Ln Rome, NY 13440",,(315) 334-9661,Construction Companies,[],,,
Construction,Jam Construction,"16743 148th Ave Ste 2 Jamaica, NY 11434",,(718) 244-5318,"Plastering Contractors, Dry Wall Contractors, Insulation Contractors",[],,,
Construction,Mali Construction,"300 Palisade Ave Yonkers, NY 10703",,(914) 423-2700,"Construction & Remodeling, Roofing Contractors, Construction Companies, Painters, Home Repair & Service, Dry Wall Contractors, Home Repair & Service",[],,,
Construction,Christa Construction,"95 Brown Rd Ste 1004 Ithaca, NY 14850",,(607) 257-5414,Construction Companies,[],,,
Construction,Creative Construction,"49 Highway Ave Congers, NY 10920",,(845) 267-8848,"Construction Management, General Contractors",[],,,
,,,,,"Construction Companies, General Contractors, Construction Management",[],,,
,,,,,"Vinyl Siding Repair, Construction Companies, Roofing Contractors, Construction & Remodeling, Home Builders, Siding Contractors, Roofing Materials",[],,,
Construction,Paramount Construction,"12 W Lincoln Ave Valley Stream, NY 11580",,(516) 825-0076,Construction Companies,[],,,
Construction,Genuine Construction,"280 E 236th St Bronx, NY 10470",,(347) 920-4075,"Carpet Dyeing, Construction Companies",[],,,
Construction,Conelle Construction,"425 5th Ave Rm 602 New York, NY 10016",,(212) 334-0381,"Construction Companies, General Contractors",[],,,
Construction,Construction Management,"240 Main St White Plains, NY 10601",,(914) 428-3463,Construction Management,[],,,
Construction,Killowen Construction,"97 Nassau Ave Brooklyn, NY 11222",,(718) 514-6638,"General Contractors, Construction Companies",[],,,
Construction,Wildwood Construction,"49 Rocky Rd Red Hook, NY 12571",,(845) 756-4806,"Stair Builders, General Contractors, Patio & Deck Cleaning & Restoration, Bathroom Remodeling, Garage Builders, Kitchen Remodeling, Custom Furniture, Deck Builders, Home Remodeling Contractors, Home Repair & Service, Roofing & Siding, Construction Companies, Basement Remodeling, Construction Management, Residential Construction",[],,,
,,,,,Construction Companies,[],,,
Construction,Mendez Construction,"1118 Midland St Uniondale, NY 11553",,(516) 486-2925,Construction Companies,[],,,
,,,,,Construction Companies,[],,,
Construction,Bryma Construction,"1068 E 85th St Brooklyn, NY 11236",,(718) 251-5912,"General Contractors, Construction Companies",[],,,
,,,,,Construction Companies,[],,,
,,,,,"Construction Companies, General Contractors",[],,,
Construction,Lopez Construction,"2 West Ave Livonia, NY 14487",,(585) 346-4596,"Construction Companies, Roofing Contractors",[],Business Hours: Mon-Sat 9am-5pm,,
Construction,Salient Construction,"2024 52nd St Brooklyn, NY 11204",,(718) 258-0053,"Construction Companies, General Contractors",[],,,
,,,,,"General Contractors, Construction Companies",[],,,
Construction,Kjj Construction,"6336 Route 25A Wading River, NY 11792",,(631) 886-1560,"General Contractors, Construction Companies",[],,,
Construction,Floris Construction,"2450 93rd St East Elmhurst, NY 11369",,(718) 446-0061,Construction Companies,[],,,
Construction,Santana Construction,"3058 Godwin Ter Apt 6C Bronx, NY 10463",,(347) 316-4308,Construction Companies,[],,,
Construction,Americon Construction,"1270 Avenue of the Americas New York, NY 10020",,(212) 315-9827,Construction Companies,[],,,
,,,,,"Construction & Remodeling, General Contractors, Construction Companies",[],,,
Construction,Bryce Construction,"2739 Wallace Ave Bronx, NY 10467",,(347) 899-8199,"General Contractors, Construction Companies",[],,,
,,,,,Construction Companies,[],,,
Construction,Hilt Construction,"500 Pacific St Brooklyn, NY 11217",,(718) 855-2716,"Construction Companies, Construction & Remodeling",[],,,
,,,,,Construction Companies,[],,,
Construction,Mikelly Construction,"4353 Miller Rd Niagara Falls, NY 14304",,(716) 298-1100,"General Contractors, Construction Management",[],,,
Construction,Greenough Construction,"1 Highland Ave Queensbury, NY 12804",,(518) 741-0001,"Plumber Referral Service, Kitchen Remodeling, Construction Companies, Cabinet Makers, Professional Services, Construction & Remodeling",[],"Business Hours: Tue 09:00-17:00,Wed 09:00-17:00,Thr 09:00-17:00,Fri 09:00-17:00,Sat 09:00-17:00",,
,,,,,Construction Companies,[],,,
Construction,Gjl Construction,"137 Huckleberry Tpke Wallkill, NY 12589",,(845) 564-5387,Construction Companies,[],,,
,,,,,Construction Companies,[],,,
Construction,Waddell Construction,"11 Mountainview Dr Stone Ridge, NY 12484",,(845) 687-9442,"Plumbing Contractors, Construction Site Clean-Up, Landscaping, Excavating Contractors, Dry Well Contractors, Drainage Contractors, Masonry, General Contractors, Snow Removal, Septic System Installation, Paving Contractors, Septic System Repair, Construction Companies",[],Business Hours: Daily 7am-7pm,,
Construction,Delesia Construction,"8 Belton Ct Babylon, NY 11702",,(631) 587-1075,Construction Companies,[],,,
Construction,Northern Construction,"122 Buckshollow Rd Mahopac, NY 10541",,(845) 803-8436,"General Contractors, Construction Companies",[],Business Hours: Mon-Sat 7am-5pm,,
Construction,US Construction,"1 Rxr Plz Uniondale, NY 11556",,(516) 522-2747,"General Contractors, Construction Companies",[],,,
Construction,Afc Construction,"68 Smith St East Moriches, NY 11940",,(631) 325-0121,"Construction & Remodeling, Government Contractors, Construction Management",[],,,
Construction,Eljin Construction,"366 Canal Pl Bronx, NY 10451",,(718) 585-3256,"General Merchandise Stores, Soap, Glue, General Contractors, Deordorant, Air Fresheners, Construction Companies",[],,,
Construction,Cse Construction,"33 Flying Point Rd Ste 118 Southampton, NY 11968",,(631) 377-3829,"General Contractors, Construction Companies",[],,,
Construction,Ras Construction,"1551 Alleghany Rd Attica, NY 14011",,(716) 698-2875,Construction Companies,[],Business Hours: Mon-Sat 8am-5pm,,
Construction,Rjr Construction,"6142 Lake Ave Wolcott, NY 14590",,(315) 594-1675,Construction Companies,[],,,
Construction,Hebert Construction,"10516 Western Tpke Delanson, NY 12053",,(518) 875-6183,Construction Companies,[],,,
Manufacturing,CMP Manufacturing,"1 Rodeo Dr Edgewood, NY 11717",,(631) 243-1700,"Manufacturers, Wholesale Aircraft Engines, Wholesale Aircraft Brokers, Wholesalers",[],,,
Manufacturing,Ideal Manufacturing,"999 Picture Pkwy Webster, NY 14580",,(585) 872-7190,"Drainage Contractors, Wholesalers, Other Manufacturers, Manufacturers",[],,,
,,,,,"Wholesalers, Manufacturers",[],,,
Manufacturing,Summit Manufacturing,"100 Spence St Bay Shore, NY 11706",,(631) 952-5590,"Manufacturers, Wholesalers",[],,,
Manufacturing,Florence Manufacturing,"242 Linden Blvd Apt 3 Brooklyn, NY 11226",,(347) 663-9869,"Wholesalers, Manufacturers",[],,,
Manufacturing,Advanced Manufacturing,"399 Colvin St Rochester, NY 14611",,(585) 436-1212,"Manufacturers, Wholesalers",[],,,
Manufacturing,Rebuilt Manufacturing,"109 Jordan St Bay Shore, NY 11706",,(631) 585-3433,"Manufacturers, Wholesalers",[],,,
Manufacturing,Upsco Manufacturing,"23 Central St Moravia, NY 13118",,(315) 497-1070,"Wholesalers, Manufacturers, Gas Companies",[],"Business Hours: Mon-Thu 8am-5pm, Fri 8am-4:30pm",,
Manufacturing,Goldmark Manufacturing,"3611 14th Ave Ste B01 Brooklyn, NY 11218",,(718) 853-3033,"Jewelry Manufacturers, Jewelry",[],,,
Manufacturing,Seneca Manufacturing,"175 Rochester St Salamanca, NY 14779",,(716) 945-1564,Cigarettes & Tobacco,[],,,
Manufacturing,Richard Manufacturing,"63 Flushing Ave Brooklyn, NY 11205",,(718) 254-0958,Agriculture & Forestry,[],,,
Manufacturing,Tobeyco Manufacturing,"165 Cedar St Corning, NY 14830",,(607) 962-2446,"Industrial & Commercial Machinery Manufacturers, Cutting Tool Manufacturers, Machine Shops, General Industrial Machinery Manufacturers",[],,,
,,,,,"Screen Enclosures, General Merchandise Stores, Awnings, Storm Window & Door Manufacturers, Window Blind Manufacturers, Doors, Glue, Windows, Garage Doors, Wholesale Carports, Air Fresheners, Soap, Deordorant",[],,,
Manufacturing,FTT MANUFACTURING,"275 Commerce Dr Rochester, NY 14623",,(585) 444-0970,"Vending Machine Shopping, Professional Services",[],"Business Hours: Mon 08:00-17:00,Tue 08:00-17:00,Wed 08:00-17:00,Thr 08:00-17:00,Fri 08:00-17:00",,
Manufacturing,R Manufacturing,"570 Dubois Rd Owego, NY 13827",,(607) 687-0143,"Machine Shops, General Industrial Machinery Manufacturers",[],,,
Manufacturing,Loren Manufacturing,"82 Nassau Ave Brooklyn, NY 11222",,(347) 529-5771,Wholesale Clothing,[],,,
Manufacturing,Fernanda Manufacturing,"410 Motor Pkwy Ste 200 Hauppauge, NY 11788",,(631) 231-2040,"Housewares Manufacturers, Wholesale Housewares",[],,,
Manufacturing,GMR Manufacturing,"101 Windsor Pl Unit D Central Islip, NY 11722",,(631) 582-2600,Machine Shops,[],,,
Manufacturing,Smead Manufacturing,"1400 Wantagh Ave Ste 206 Wantagh, NY 11793",,(516) 781-7569,Office Supplies,[],"Business Hours: Mon - Fri, 9am - 5pm by phone; Sat - Sun, closed",,
,,,,,Tool & Die Makers,[],,,
Manufacturing,Handcraft Manufacturing,"10 E 34th St Fl 2 New York, NY 10016",,(212) 251-0022,"Men's Clothing Manufacturers, Clothing Manufacturers, Wholesale Men's & Boys' Clothing, Women's Clothing Manufacturers, Children's Clothing Manufacturers, Wholesale Clothing, Wholesale Men's Clothing, Wholesale Importers",[],,,
Manufacturing,Kam Manufacturing,"95 Mount Read Blvd Rochester, NY 14611",,(585) 436-4450,Screw Machine Products,[],,,
Manufacturing,Craftsman Manufacturing,"1279 Mount Read Blvd Rochester, NY 14606",,(585) 426-5780,Machine Shops,[],,,
,,,,,"Tool & Die Makers, Government Contractors",[],,,
Manufacturing,Bevtech Manufacturing,"2467 Maple Ave Palmyra, NY 14522",,(315) 597-2699,"General Industrial Machinery Manufacturers, Industrial & Commercial Machinery Manufacturers",[],,,
Manufacturing,Cameron Manufacturing,"2243 Corning Rd Elmira, NY 14903",,(607) 735-5680,Wholesale Laminated Structural Products,[],,,
Manufacturing,Aines Manufacturing Corp,"96 E Bayberry Rd Islip, NY 11751",,(631) 471-3900,Manufacturer's Agents & Representatives,[],,,
,,,,,"Manufacturers, Wholesalers, Government Contractors, Machine Shops",[],,,
Manufacturing,Dfp Manufacturing Corp,"40 Keyland Ct Bohemia, NY 11716",,(631) 567-2442,"Wholesalers, Manufacturers, Machine Shops",[],,,
Manufacturing,Additive Manufacturing Prtnrs,"280 Madison Ave Rm 600 New York, NY 10016",,(845) 418-2233,"Wholesalers, Manufacturers",[],,,
Manufacturing,Unex Manufacturing Inc,"56 Patricia Dr Tonawanda, NY 14150",,(716) 692-7297,"Manufacturers, Wholesalers, Other Manufacturers, Manufacturer's Agents & Representatives",[],,,
Manufacturing,Cool Manufacturing Inc,"4231 Park Ave Bronx, NY 10457",,(718) 466-4650,"Wholesalers, Manufacturers",[],,,
Manufacturing,Sharon Manufacturing INC,"540 Brook Ave Deer Park, NY 11729",,(631) 242-8870,"Dairy Equipment Manufacturers, Wholesalers, Manufacturers, Packaging Machinery Manufacturers, Wholesale Dairy Equipment",[],,,
Manufacturing,Seneca Manufacturing Co,"PO Box 496 Salamanca, NY 14779",,(716) 945-4400,"Cigarettes & Tobacco, Cigarette Manufacturers",[],,,
Manufacturing,Alpha Manufacturing Corp,"152 Verdi St Farmingdale, NY 11735",,(631) 249-3700,"Manufacturers, Wholesalers, Other Manufacturers, Sales Consultants, Government Contractors",[],,,
Manufacturing,Layton Manufacturing Corp,"825 Remsen Ave Brooklyn, NY 11236",,(718) 498-6000,"Wholesale Air Conditioning Supplies, Manufacturers, Wholesalers, Air Conditioning Equipment Manufacturers",[],,,
Manufacturing,Absolute Manufacturing INC,"210 Knickerbocker Ave Bohemia, NY 11716",,(631) 563-7466,"Manufacturers, Wholesalers, Other Manufacturers, Government Contractors, Machine Shops",[],,,
Manufacturing,Jemzura Manufacturing Co,"103 Foote Hill Rd Sherburne, NY 13460",,(607) 674-6611,"Wood Door Manufacturers, Wholesale Doors, Manufacturers, Wholesalers, Doors",[],,,
Manufacturing,Felchar Manufacturing Corp,"47 Pine Camp Dr Binghamton, NY 13904",,(607) 723-4076,"Wholesalers, Electrical Equipment Manufacturers, Manufacturers",[],,,
Manufacturing,Incom Manufacturing Group,"3829 Forest Park Way North Tonawanda, NY 14120",,(716) 695-8124,"Wholesalers, Storage, Manufacturers, Other Manufacturers, Wholesale Adhesive Tapes",[],,,
Manufacturing,Aljo Manufacturing Co.,"49 Walker St Frnt 1 New York, NY 10013",,(212) 226-2878,"Manufacturers, Chemical Manufacturers, Professional Services, Wholesalers",[],,,
Manufacturing,Hades Manufacturing Corp,"135 Florida St Farmingdale, NY 11735",,(631) 249-4244,"Wholesale Thermometers, Wholesale Electronic Instruments, Electronic Component Manufacturers, Thermometer Manufacturers, Wholesalers, Government Contractors, Manufacturers, Other Instrument Manufacturers",[],"Business Hours: Mon - Fri, 8am - 4:30pm; Sat, Sun, closed",,
Manufacturing,Cwr Manufacturing Co,"7000 Fly Rd East Syracuse, NY 13057",,(315) 437-1032,"Manufacturers, Screw Machine Products, Other Manufacturers, Wholesalers",[],,,
,,,,,"Wholesalers, Manufacturers",[],,,
Manufacturing,Absolute Quality Manufacturing,"2725 Hempstead Tpke Levittown, NY 11756",,(516) 752-7556,"Wholesalers, Manufacturers",[],,,
Manufacturing,Lakefront Manufacturing Inc,"155 Holleder Pkwy Rochester, NY 14615",,(585) 254-2422,"Wholesalers, Manufacturers",[],,,
Manufacturing,Caron Manufacturing Inc,"210 Walnut St Lockport, NY 14094",,(716) 438-1188,"Wholesalers, Machine Shops, Manufacturers",[],,,
Manufacturing,Greenfield Manufacturing Inc,"49 Geyser Rd Saratoga Springs, NY 12866",,(518) 581-2368,"Wholesalers, Government Contractors, Wholesale Mobile Home Parts, Manufacturers, Chemical Manufacturers",[],,,
Manufacturing,Peerless Manufacturing Co,"227 Thorn Ave Orchard Park, NY 14127",,(716) 662-6540,"Heat Exchangers, Wholesalers, Manufacturers",[],,,
