business name,address,external link,phone number,industry,additional_info,emails,business hours,teaser
American Asia Construction,"405 14th St Oakland, CA 94612",,(510) 268-8290,Construction,"Construction Consultants, Construction Management",[],,
Kevin Furlong Construction,"14400 Highway 1 Valley Ford, CA 94972",,(707) 876-3588,Construction,"Construction Companies, Government Contractors, General Contractors, Construction Consultants, Construction Management",[],,
Bay-Cal Construction,"440 Moffett Blvd Spc 125 Mountain View, CA 94043",,(650) 967-2982,Construction,"Culverts, Concrete Products, Driveways, Masonry, Paving Contractors, Concrete Contractors, Asphalt Paving Contractors, Road Construction, Construction Companies, Construction & Remodeling",[],Business Hours: Mon-Fri 7am-6pm,
Russell Collins Construction,"2707 Dowd Dr Santa Rosa, CA 95407",,(707) 566-9250,Construction,"Construction Consultants, Excavating Contractors, Paving Contractors, Construction Management, Engineering, Construction & Remodeling",[],,
Global Village Construction,"140 Mason Cir Concord, CA 94520",,(925) 689-8949,Construction,"Construction Management, Construction Consultants",[],"Business Hours: Mon - Fri, 8am - 5pm; Sat, Sun, closed",
Hardcore Construction Inc,"403 Idaho Maryland Rd Grass Valley, CA 95945",,(530) 274-2644,Construction,"Construction Consultants, Construction Management, General Contractors",[],,
J H Construction,"5062 Noble St Riverside, CA 92503",,(951) 351-6914,Construction,"Construction & Remodeling, Construction Consultants, Construction Companies",[],,
Dryco Construction INC,"42745 Boscell Rd Fremont, CA 94538",,(510) 438-6500,Construction,"Concrete Contractors, Culverts, Government Contractors, Asphalt Paving Contractors, Road Construction, Masonry, General Contractors, Concrete Repair, Concrete Contractors, Construction Companies, Paving Contractors",[],Business Hours: Mon-Fri 8am-5pm,
New Horizon Construction,"6590 Alhambra Ave Martinez, CA 94553",,(925) 906-9193,Construction,"General Contractors, Construction Companies, Construction Management, Construction Consultants",[],,
Durden Construction Inc,"301 The Alameda San Juan Bautista, CA 95045",,(831) 623-1200,Construction,"Construction Companies, Construction Consultants",[],,
Coronell Construction Inc,"337 N Mariposa St Burbank, CA 91506",,(818) 640-4838,Construction,"Construction Management, Construction Consultants",[],,
Balling Dj Construction,"34538 Milburn Ter Fremont, CA 94555",,(510) 713-9536,Construction,"Construction Companies, General Contractors, Construction Consultants",[],"Business Hours: Mon-Wed 9am-4pm, Thu-Fri 9am-5pm",
Chris Beckham Construction,"4733 Cutting Blvd Richmond, CA 94804",,(510) 232-3065,Construction,"Construction Consultants, Construction Management, Construction Companies",[],,
Vulcan Construction & Maintena,"1010 W Whites Bridge Ave Fresno, CA 93706",,(559) 265-4711,Construction,"Construction Consultants, Construction Companies",[],,
Atlas Construction Group,"2735 Westwood Blvd Los Angeles, CA 90064",,(323) 951-0024,Construction,"Construction Management, Construction Consultants",[],,
Guy Yocom Construction,"12285 World Trade Dr San Diego, CA 92128",,(619) 376-2700,Construction,"Construction Consultants, Construction Companies",[],,
Pat Phelan Construction,"235 Phelan Ranch Way Arroyo Grande, CA 93420",,(805) 929-1739,Construction,"Plumbing Contractors, Trucking Companies, Demolition Contractors, Shipping, Septic Tanks, Excavation Work, Grading Contractors, Engineering, Professional Engineers, Construction Engineers, Septic System Repair, Construction Companies, Dump Trucking, Construction & Remodeling, Sewer Contractors, Paving Contractors, Excavating Contractors, General Contractors, Land Clearing & Leveling",[],,
Chris Bruff Construction,"4635 Summer Side Ave Bakersfield, CA 93309",,(661) 834-6977,Construction,"Construction & Remodeling, Construction Management, Construction Consultants",[],,
Eric Hughes Construction,"26 Hamilton Dr Novato, CA 94949",,(415) 883-4880,Construction,"Construction & Remodeling, Other Nonresidential Construction, Home Remodeling Contractors, Construction Consultants, Construction Management",[],Business Hours: By appointment,
Simunec Construction Design,"13985 Old El Camino Real San Diego, CA 92130",,(858) 847-3002,Construction,"Construction Consultants, General Contractors, Construction Management, Construction Companies",[],,
Coleman Construction & Paint,"880 Piner Rd Santa Rosa, CA 95403",,(707) 843-5513,Construction,"Construction Consultants, Construction Companies",[],,
S K Construction,"6310 State Highway 273 Anderson, CA 96007",,(530) 378-5317,Construction,"Construction Companies, Construction Consultants, Government Contractors",[],,
Bowery Construction Inc,"8719 Ashcroft Ave West Hollywood, CA 90048",,(310) 289-4946,Construction,"Construction Companies, Construction Consultants",[],,
Olson Wagner Construction,"1327 Barstow Ave Clovis, CA 93612",,(559) 299-9328,Construction,"Real Estate Developers, Structural Steel Erection, Quarries, Homestays, Heavy Construction, General Contractors, Construction Companies, Building Materials, Prefabricated Metal Buildings, Construction & Remodeling, Metal Buildings, Other Nonresidential Construction, Metal Manufacturers",[],Business Hours: Mon - Sun Open 24 Hours,
StandFor Construction Inc,"537 Meridian Ter Los Angeles, CA 90042",,(800) 720-4663,Construction,"Government Contractors, Construction Consultants, General Contractors, Other Nonresidential Construction, Construction Management, Construction & Remodeling",[],,
J G Construction,"8338 Pearblossom Hwy Littlerock, CA 93543",,(661) 944-9000,Construction,"Construction Consultants, Construction Companies",[],,
General Trade Construction,"4930 Palm Dr La Canada, CA 91011",,(818) 790-5180,Construction,"Construction Consultants, Construction Management",[],,
Thompson Construction Group,"1555 Park Ave Ste G Emeryville, CA 94608",,(510) 597-8282,Construction,"Construction Companies, Deck Builders, Waterproofing Contractors, Allied Metal Services, Patio & Deck Cleaning & Restoration, Heavy Construction",[],,
Prevost Construction INC,"400 S Sierra Ave Ste 201 Solana Beach, CA 92075",,(858) 720-8559,Construction,"General Contractors, Construction Consultants, Construction Management, Government Contractors",[],Business Hours: Mon-Fri 8am-5pm,
Granite Construction Co,"24154 Mirabel Rd Middletown, CA 95461",,(707) 987-8289,Construction,"Construction Companies, Construction Consultants, General Contractors",[],,
Gentz Construction INC,"130 Ryan Industrial Ct San Ramon, CA 94583",,(925) 820-8883,Construction,"Home Repair & Service, Other Nonresidential Construction, Kitchen Remodeling, Home Repair & Service, Bathroom Remodeling, Construction Companies, Construction Consultants, Construction & Remodeling, General Contractors",[],,
Simancaf Construction INC,"210 San Jose Ave San Jose, CA 95125",,(408) 288-5056,Construction,"Construction Consultants, Construction Companies",[],,
Carmel Valley Construction,"PO Box 669 Carmel Valley, CA 93924",,(831) 659-4608,Construction,"Welding, General Contractors, Building Materials, Wholesale Tanks, Construction Companies, Excavating Contractors, Construction Engineers, Professional Engineers, Other Nonresidential Construction, Stables, Storage Containers",[],Business Hours: 24 Hours Emergency,
McCuen Construction Inc,"645 Antelope Blvd Red Bluff, CA 96080",,(530) 727-9256,Construction,"Construction Consultants, Construction Companies",[],,
Rollins Construction Consulting,"1081 Camino del Rio S San Diego, CA 92108",,(619) 692-3881,Construction,"Construction Management, Construction Consultants",[],,
Lake Marine Construction,"14280 Olympic Dr Clearlake, CA 95422",,(707) 994-6200,Construction,"Marine Contractors, Pile Driving, Dock Manufacturers, Construction Consultants, Boat Lift Manufacturers, Special Trade Contractors, Boat Parts & Equipment, Dock Builders, Construction Companies, Construction Management",[],Business Hours: Mon-Fri 7am-3:30pm,
K & M Construction,"751 S State College Blvd Fullerton, CA 92831",,(714) 738-1800,Construction,"General Contractors, Construction Consultants, Construction Management, Construction Companies",[],,
Turner Construction Co,"1211 H St Ste A Sacramento, CA 95814",,(916) 444-4421,Construction,"Construction & Remodeling, Construction Consultants, General Contractors, Construction Companies, Construction Management, Other Nonresidential Construction",[],,
Scott's Construction Service,"77899 Wolf Rd Palm Desert, CA 92211",,(760) 347-3407,Construction,"Home Remodeling Contractors, Construction Consultants, Construction Companies",[],,
Zc Development & Construction,"18321 Sherman Way Reseda, CA 91335",,(818) 881-8255,Construction,"Construction Consultants, Construction Companies",[],,
Jeff Page Construction,"3028 Esplanade Ste J Chico, CA 95973",,(530) 487-8403,Construction,"Construction Consultants, Construction Companies, General Contractors",[],,
Medford Construction Inc,"3329 Landco Dr Bakersfield, CA 93308",,(661) 322-0698,Construction,"Concrete Contractors, Structural Steel Manufacturers, Wholesale Steel Processing Equipment, Structural Steel Erection, Construction Companies, Masonry, Culverts, Wholesale Metal Specialties, Steel Fabricators, Construction Consultants, Concrete Contractors",[],,
E-Dan Construction,"2665 N Vista Heights Ave Orange, CA 92867",,(714) 637-2161,Construction,"General Contractors, Construction Consultants, Construction & Remodeling, Construction Companies, Other Nonresidential Construction, Construction Management",[],,
Tim Valine Construction,"7368 Broadway Apt D Lemon Grove, CA 91945",,(619) 235-4465,Construction,"Construction Consultants, General Contractors, Construction Management, Business Management Consultants",[],,
Mark Hunter Construction,"425 Old County Rd Ste A Belmont, CA 94002",,(650) 591-0763,Construction,"Construction Companies, Construction Consultants, Other Nonresidential Construction, Cabinet Makers, Closet Organization, Construction Management, Construction & Remodeling, Home Remodeling Contractors",[],,
Above All Construction,"3388 Durahart St Riverside, CA 92507",,(951) 742-7156,Construction,"Construction Consultants, Construction & Remodeling, Construction Companies, Roofing Contractors",[],,
Contech Construction Products,"10750 Daisy Rd Adelanto, CA 92301",,(760) 246-3532,Construction,"Construction Companies, Sheet Metal Work Contractors, Heavy Construction, Construction & Remodeling",[],,
Heavenly Construction Inc,"860 Faulstich Ct San Jose, CA 95112",,(408) 452-7941,Construction,"Landscaping, Construction Consultants, Construction Management",[],,
Edl Construction INC,"PO Box 2339 Ramona, CA 92065",,(760) 788-2973,Construction,"General Contractors, Construction Management, Construction Consultants, Construction Companies",[],,
Sierra Range Construction,"711 N Court St Ste L Visalia, CA 93291",,(559) 635-0504,Construction,"Government Contractors, Construction Management, Construction Consultants",[],,
Adept Construction Trades,"15885 El Pajaro Ct Morgan Hill, CA 95037",,(831) 623-9910,Construction,"Construction Consultants, Construction Management, Dry Wall Contractors",[],,
Tri Corp Construction,"8950 Cal Center Dr Sacramento, CA 95826",,(916) 366-1443,Construction,"Construction Consultants, Construction Management",[],,
P2r Construction INC,"1070 S Cypress St La Habra, CA 90631",,(714) 870-1736,Construction,"Construction Companies, Construction Management, Construction Consultants, General Contractors",[],,
Gordon Prill Construction,"1245 Pear Ave Mountain View, CA 94043",,(650) 335-1991,Construction,"Construction Companies, General Contractors, Government Contractors, Construction Consultants, Construction & Remodeling, Other Nonresidential Construction, Bakeries",[],Business Hours: Tue-Sat 7am-7pm,
Norwood Construction SVC,"11373 Trade Center Dr Rancho Cordova, CA 95742",,(916) 476-6053,Construction,"Construction Companies, Construction Consultants, General Contractors, Construction Management",[],,
Owner Builder Construction,"PO Box 493803 Redding, CA 96049",,(530) 949-6574,Construction,"Construction Consultants, Construction Management",[],,
,,,,,"Construction Management, Construction & Remodeling, Construction Consultants",[],,
Elan Construction Inc.,"1715 Via El Prado Redondo Beach, CA 90277",,(310) 548-6243,Construction,"Sun Rooms, Garage Builders, Real Estate Developers, Bathroom Remodeling, Construction & Remodeling, Timber Frame Homes, Home Builders, Disability Remodeling, Earthquake Services, Water Damage Restoration, Construction Management, Basement Remodeling, Other Nonresidential Construction, General Contractors, Kitchen Remodeling, Home Remodeling Contractors, Pool Enclosures, Real Estate Agents, Carport Construction",[],,
Ppc Construction Inc,"4600 Colorado Blvd Los Angeles, CA 90039",,(818) 662-6945,Construction,"Construction Companies, Construction Consultants",[],,
L Cabral Construction,"1200 Mississippi St San Francisco, CA 94107",,(415) 401-8954,Construction,"Construction Companies, Construction Consultants",[],,
Watt Construction Co,"3624 Smith Ave Acton, CA 93510",,(661) 269-5462,Construction,"Real Estate Consultants, Construction Management, Property Management, Construction Consultants",[],,
Manufacturing,"4398 Market St Riverside, CA 92501",,(951) 442-8738,Manufacturing,"Manufacturers, Wholesalers",[],,
