industry,business name,address,external link,phone number,business hours,additional_info,emails,teaser
Construction,Yingling Construction,"10427 Falling River Dr Houston, TX 77095",,(832) 421-0905,,"Construction Companies, Home Remodeling Contractors",[],
Construction,Discovery Construction,"701 N Post Oak Rd Houston, TX 77024",,(713) 957-5031,,"General Contractors, Construction Companies",[],
Construction,Henderson Construction,"15550 FM 362 Rd Waller, TX 77484",,(936) 372-3234,,Construction Companies,[],
Construction,JT Construction,"1390 Huntsman St Orange, TX 77632",,(409) 920-0495,,Construction Companies,[],
Construction,Coyote Construction,"24645 FM 1314 Rd Porter, TX 77365",,(281) 354-4880,,"General Contractors, Construction Companies",[],
Construction,Dlt Construction,"2501 Park St Ennis, TX 75119",,(972) 875-9035,,"Construction Companies, General Contractors",[],
Construction,Quinn Construction,"2305 E Adams Ave Temple, TX 76501",,(254) 791-2755,,Construction Companies,[],
Construction,Lopez Construction,"929 E Esperanza Ave Unit 3 McAllen, TX 78501",,(956) 994-9472,,Construction Companies,[],
Construction,Builtrite Construction,"267 Country Charm Livingston, TX 77351",,(936) 328-8674,,"Construction Companies, General Contractors",[],
Construction,Tc Construction,"4920 Mona Lisa St Fort Worth, TX 76137",,(817) 834-2053,,Construction Companies,[],
Construction,Schramme Construction,"3611 River Forest Dr Richmond, TX 77406",,(281) 342-0474,,"Wholesale Sand & Gravel, Construction Companies, General Contractors",[],
Construction,Terrapath Construction,"4176 Canyon Dr Amarillo, TX 79109",,(806) 350-2900,,Construction Companies,[],
Construction,BRC Construction,"18127 Quarry Vale Dr Cypress, TX 77429",,(832) 364-7768,Business Hours: Mon 08:00 AM-05:00 PM;Tue 08:00 AM-05:00 PM;Wed 08:00 AM-05:00 PM;Thu 08:00 AM-05:00 PM;Fri 08:00 AM-05:00 PM,Construction Companies,[],
Construction,Rcg Construction,"15228 Williams St Santa Fe, TX 77517",,(409) 370-8787,,Construction Companies,[],
Construction,Hawkins Construction,"1935 FM 145 Hart, TX 79043",,(806) 938-2206,,Construction Companies,[],
Construction,Coolidge Construction,"2821 Canal St Houston, TX 77003",,(713) 237-0688,,"General Contractors, Construction Companies",[],
Construction,Guevara Construction,"242 Glamis Ave San Antonio, TX 78223",,(210) 430-5364,,"Construction Companies, Stucco Contractors",[],
Construction,Bevilacqua Construction,"1475 South St Beaumont, TX 77701",,(409) 347-8689,,"General Contractors, Construction Companies",[],
Construction,Lavin Construction,"108 N Jackson Rd Edinburg, TX 78541",,(956) 292-0110,,"Construction Companies, General Contractors",[],
Construction,Garrison Construction,"15502 FM 1442 Orange, TX 77632",,(409) 745-1007,,Construction Companies,[],
Construction,Butler Construction,"24 County Road 13685 Paris, TX 75462",,(903) 737-9580,,"Excavating Contractors, Construction Companies",[],
Construction,Hannah Construction,"17832 Summer Hl Flint, TX 75762",,(903) 561-9694,,Construction Companies,[],
Construction,Andres Construction,"6301 Southwest Blvd Ste 102 Benbrook, TX 76132",,(817) 734-3480,,Construction Companies,[],
Construction,Rodriquez Construction,"3622 Crestbrook Ct Corpus Christi, TX 78415",,(361) 742-6244,,"Real Estate Developers, Construction Companies, Home Builders, Roofing Contractors, General Contractors, Construction & Remodeling",[],
Construction,Repman Construction,"7423 Horse Tail Dr San Antonio, TX 78240",,(210) 520-2377,,"Construction Companies, Construction & Remodeling, General Contractors",[],
Construction,Perkins Construction,"915 Patricia San Antonio, TX 78213",,(210) 349-6451,,"General Contractors, Construction Companies",[],
Construction,Thomas Construction,"632 Madeline Ct Azle, TX 76020",,(817) 270-4103,,Construction Companies,[],
Construction,Av Construction,"729 Abejeno Rd Socorro, TX 79927",,(915) 851-2165,,Construction Companies,[],
Construction,Kna Construction,"110 Post Office Dr Hewitt, TX 76643",,(254) 235-0995,,"General Contractors, Construction Management, Construction Companies",[],
Construction,Ea Construction,"266 Whispering Pines Dr Bastrop, TX 78602",,(512) 303-2146,,Construction Companies,[],
Construction,Rnr Construction,"12126 Scribe Dr Austin, TX 78759",,(512) 296-3578,,Construction Companies,[],
Construction,Texoma Construction,"4819 Dickens St Wichita Falls, TX 76308",,(940) 691-9518,,Construction Companies,[],
Construction,Harris Construction,"6219 Meadow Hvn San Antonio, TX 78239",,(210) 530-8954,,Construction Companies,[],
Construction,Smiths Construction,"11907 Hope Ln Magnolia, TX 77354",,(281) 259-4570,,Construction Companies,[],
Construction,Ferrer Construction,"14094 Nacogdoches Rd San Antonio, TX 78247",,(210) 654-0300,,Construction Companies,[],
Construction,Cox Construction,"211 N Guilford Dr San Antonio, TX 78217",,(210) 367-2699,Business Hours: Mon-Sat 8am-5pm,Construction Companies,[],
Construction,Rouse Construction,"10451 Twisting Way Fort Worth, TX 76131",,(817) 847-0797,,Construction Companies,[],
Construction,Dcg Construction,"5501 Feed Mill Dr Fort Worth, TX 76244",,(817) 741-2303,,"Construction Companies, General Contractors",[],
Construction,TMC Construction,"7209 Marble Falls Dr Corpus Christi, TX 78414",,(361) 288-6567,,"Construction Companies, General Contractors, Floor Contractors, Floor Coverings",[],
Construction,Energy Construction,"2560 King Arthur Blvd Ste 124 Lewisville, TX 75056",,(972) 365-6020,,Construction Companies,[],
Construction,Dkc Construction,"821 Grand Avenue Pkwy Ste 100 Pflugerville, TX 78660",,(512) 487-5775,,Construction Companies,[],
Construction,Transom Construction,"1000 Clark St Round Rock, TX 78681",,(512) 255-3875,,"Foundation Contractors, Construction Companies",[],
Construction,Newman Construction,"317 Cherry St Clyde, TX 79510",,(325) 669-6830,,"Construction Companies, Fence Contractors, General Contractors, Home Remodeling Contractors",[],
Construction,Woods Construction,"20 Skyline Dr Martindale, TX 78655",,(512) 357-0047,Business Hours: Daily 7am-7pm,"Kitchen Remodeling, Home Remodeling Contractors, Garage Builders, General Contractors, Roofing & Siding, Bathroom Remodeling, Framing Contractors, Construction & Remodeling, Deck Builders, Construction Companies, Home Builders, Basement Remodeling",[],
Construction,Cody Construction,"228 Hawkins Livingston, TX 77351",,(936) 365-3216,,Construction Companies,[],
Construction,Pennstar Construction,"2222 Bissonnet St Houston, TX 77005",,(281) 537-9030,,"Banks, Construction Companies",[],
Construction,Mclatt Construction,"2820 Morenci St Pearland, TX 77584",,(281) 997-7186,,Construction Companies,[],
Construction,Hoss Construction,"4366 Centergate St San Antonio, TX 78217",,(210) 805-8700,,"Kitchen Remodeling, Home Remodeling Contractors, Bathroom Remodeling, General Contractors, Other Nonresidential Construction, Facilities Consultants, Roofing Contractors, Fixtures, Construction & Remodeling, Home Improvement Stores, Cabinet Makers, Home Repair & Service, Home Repair & Service, Construction Companies, Office Remodeling, Closet Organization, Granite Manufacturers, Wholesale Gates",[],
Construction,Mcwhorter Construction,"341 Wonder Dr Springtown, TX 76082",,(817) 542-6943,,Construction Companies,[],
Construction,Interbuild Construction,"10942 Britoak Ln Houston, TX 77079",,(713) 201-0501,,Construction Companies,[],
Construction,Emerson Construction,"5754 Kyle Pkwy Kyle, TX 78640",,(512) 268-2791,,Construction Companies,[],
Construction,Prouty Construction,"512 9th St N Texas City, TX 77590",,(281) 488-1370,Business Hours: Mon-Fri 8am-5pm,"Construction Companies, Construction & Remodeling, Roofing Contractors",[],
Construction,Mortenson Construction,"6969 FM 2581 Windthorst, TX 76389",,(940) 423-6912,,Construction Companies,[],
Construction,Drymalla Construction,"429 E Locust St Angleton, TX 77515",,(979) 549-0194,,Construction Companies,[],
Construction,Sandlin Construction,"105 Buffalo Creek Dr Crandall, TX 75114",,(972) 427-6737,,Construction Companies,[],
Construction,Stanley Construction,"24511 Brautigam Rd Magnolia, TX 77355",,(281) 356-8994,,Construction Companies,[],
Construction,Stanley Construction,"211 S Jackson St Wolfe City, TX 75496",,(903) 496-2097,,Construction Companies,[],
Construction,Carothers Construction,"100 James Carlow Dr Texarkana, TX 75501",,(903) 792-0213,,Construction Companies,[],
Construction,ML Construction,"215 County Road # 139 Barstow, TX 79719",,(432) 448-1563,,"Oil Field Contractors, Oil & Gas Production, General Contractors, Construction Companies",[],
Construction,Kase Construction,"8813 Seber Dr Tomball, TX 77375",,(281) 351-2130,,Construction Companies,[],
Construction,Tiemann Construction,"22305 Thistle Ln New Ulm, TX 78950",,(979) 992-2972,,Construction Companies,[],
Construction,Landreth Construction,"3582 Rocking J Rd Round Rock, TX 78665",,(512) 716-1919,,"Construction Companies, Concrete Contractors, General Contractors",[],
Construction,Reyes Construction,"612 Austin Ln Center Point, TX 78010",,(830) 370-2950,,Construction Companies,[],
Construction,Chaparrel Construction,"12129 Ranch Road 620 N Ste 605 Austin, TX 78750",,(214) 766-6865,Business Hours: Mon-Fri 7am-7pm,Construction Companies,[],
Construction,Miller Construction,"1149 W 19th St Houston, TX 77008",,(832) 804-9169,,Construction Companies,[],
Construction,Riteway Construction,"345 Greenleaf Ln Bryan, TX 77808",,(979) 589-1331,Business Hours: Daily 24 Hours,"Construction Companies, Roof Maintenance",[],
Construction,Pecos Construction,"1111 Jupiter Rd Ste 110B Plano, TX 75074",,(972) 424-1340,,"Construction Management, Construction Companies, General Contractors",[],
Construction,Palmas Construction,"2414 E Price Rd Brownsville, TX 78521",,(956) 550-0808,,"General Contractors, Construction Companies",[],
Construction,Radiant Construction,"10311 Keystone Pharr, TX 78577",,(956) 843-8717,,"General Contractors, Construction Companies",[],
Construction,Northstar Construction,"1511 N Matthews St Bowie, TX 76230",,(940) 872-6638,,Construction Companies,[],
Construction,Brem Construction,"264 Spring Crk Moody, TX 76557",,(254) 405-4768,,"Government Contractors, Construction Companies, Sheet Metal Work Contractors",[],
Construction,Pike Construction,"906 W McDermott Dr # 213-116 Allen, TX 75013",,(214) 799-7453,,Construction Companies,[],
Construction,Genesis Construction,"3000 Oakwood St Haltom City, TX 76117",,(817) 838-3583,,"Construction Companies, General Contractors",[],
Construction,Ajp Construction,"2331 Mathias Ln Kyle, TX 78640",,(512) 351-6479,,Construction Companies,[],
Construction,Presidium Construction,"4118 Todd Ln Austin, TX 78744",,(512) 518-3933,,"Construction Management, Construction Companies",[],
Construction,Segovia's Construction,"115 State Highway 63 E Jasper, TX 75951",,(409) 489-6318,,Construction Companies,[],
Construction,Cmp Construction,"528 Winbridge Ln Haslet, TX 76052",,(817) 899-6890,,"Government Contractors, Construction Companies",[],
Construction,Mclean Construction,"3006 Edgefield Ct Laredo, TX 78045",,(956) 717-5996,,"Construction Companies, General Contractors",[],
Construction,Jimison Construction,"2840 Las Vegas Trl Fort Worth, TX 76116",,(817) 560-0143,,Construction Companies,[],
Construction,Virgadamo Construction,"16203 Crystal Creek Ct Spring, TX 77379",,(281) 376-0395,,Construction Companies,[],
Construction,Coastal Construction,"303 E Juan Linn St Victoria, TX 77901",,(361) 575-2416,,Construction Companies,[],
Manufacturing,Goodman Manufacturing,"4009 Distribution Dr Garland, TX 75041",,(214) 503-7474,,"Manufacturers, Manufacturer's Agents & Representatives, Air Conditioning Contractors, Air Conditioning Equipment Manufacturers, Wholesalers",[],
Manufacturing,Cfj Manufacturing,"701 Eight Twenty Blvd Ste 145 Fort Worth, TX 76106",,(817) 625-9559,,"Wholesale Jewelers Supplies, Manufacturers, Trophy Shops, Wholesale Jewelry, Wholesale Trophies, Government Contractors, Wholesalers, Fund Raising Organizations",[],
Manufacturing,Manufacturing Solutions,"102 Jessica Ln Unit B Del Rio, TX 78840",,(830) 313-7199,,"Wholesalers, Industrial & Commercial Machinery Manufacturers, Manufacturers, Storage",[],
Manufacturing,Ameritrail Manufacturing,"1005 S Front St Bellville, TX 77418",,(979) 865-5467,,"Manufacturers, Wholesalers",[],
Manufacturing,Linchpin Manufacturing,"320 Decker Dr Ste 100 Irving, TX 75062",,(972) 767-2782,,"Other Manufacturers, Wholesalers, Manufacturers",[],
Manufacturing,Caprock Manufacturing,"2303 120th St Lubbock, TX 79423",,(806) 745-6454,,"Plastic Mold Makers, Wholesalers, Manufacturers",[],
Manufacturing,Madden Manufacturing,"283 W Cougar Ln China Spring, TX 76633",,(254) 836-5019,,"Manufacturers, Government Contractors, Wholesalers",[],
Manufacturing,Aztec Manufacturing,"400 N Tarrant St Crowley, TX 76036",,(713) 225-9340,,"Wholesalers, Manufacturers, Other Manufacturers",[],
Manufacturing,Medco Manufacturing,"8319 Thora Ln Spring, TX 77379",,(281) 379-3100,,"Manufacturers, Wholesalers",[],
Manufacturing,Angelina Manufacturing,"1916 Old Mill Rd Lufkin, TX 75904",,(936) 632-8330,,"Wholesalers, Government Contractors, Manufacturers",[],
Manufacturing,Dlt Manufacturing,"4081 Shilling Way Dallas, TX 75237",,(214) 330-8334,,"Manufacturers, Metal Stampings, Sheet Metal Work Contractors, Wholesalers, Sheet Metal, Other Manufacturers",[],
Manufacturing,Hirsh Manufacturing,"10875 Shady Trl Ste 108 Dallas, TX 75220",,(972) 432-6776,,"Wholesalers, Manufacturers",[],
Manufacturing,Tdh Manufacturing,"2100 Avondale Haslet Rd Haslet, TX 76052",,(817) 439-8195,,"Manufacturers, Wholesale Well Drilling Equipment, Water Well Drilling, Wholesalers",[],
Manufacturing,Brumley Manufacturing,"22840 Mack Washington Ln Hempstead, TX 77445",,(979) 826-4222,,"Wholesalers, Other Manufacturers, Manufacturers",[],
